ccode,cname,mcode,mname,mtype
22019,"Calcasieu Parish, LA",29340,"Lake Charles, LA",Metropolitan Statistical Area
22023,"Cameron Parish, LA",29340,"Lake Charles, LA",Metropolitan Statistical Area
22029,"Concordia Parish, LA",35020,"Natchez, MS-LA",Micropolitan Statistical Area
22031,"De Soto Parish, LA",43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area
22033,"East Baton Rouge Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22037,"East Feliciana Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22043,"Grant Parish, LA",10780,"Alexandria, LA",Metropolitan Statistical Area
22045,"Iberia Parish, LA",29180,"Lafayette, LA",Metropolitan Statistical Area
22047,"Iberville Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22051,"Jefferson Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22053,"Jefferson Davis Parish, LA",27660,"Jennings, LA",Micropolitan Statistical Area
22055,"Lafayette Parish, LA",29180,"Lafayette, LA",Metropolitan Statistical Area
22057,"Lafourche Parish, LA",26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area
22061,"Lincoln Parish, LA",40820,"Ruston, LA",Micropolitan Statistical Area
22063,"Livingston Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22067,"Morehouse Parish, LA",33740,"Monroe, LA",Metropolitan Statistical Area
22069,"Natchitoches Parish, LA",35060,"Natchitoches, LA",Micropolitan Statistical Area
22071,"Orleans Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22073,"Ouachita Parish, LA",33740,"Monroe, LA",Metropolitan Statistical Area
22075,"Plaquemines Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22077,"Pointe Coupee Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22079,"Rapides Parish, LA",10780,"Alexandria, LA",Metropolitan Statistical Area
22087,"St. Bernard Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22089,"St. Charles Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22091,"St. Helena Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22093,"St. James Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22095,"St. John the Baptist Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22097,"St. Landry Parish, LA",36660,"Opelousas, LA",Micropolitan Statistical Area
22099,"St. Martin Parish, LA",29180,"Lafayette, LA",Metropolitan Statistical Area
22101,"St. Mary Parish, LA",34020,"Morgan City, LA",Micropolitan Statistical Area
22103,"St. Tammany Parish, LA",35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area
22105,"Tangipahoa Parish, LA",25220,"Hammond, LA",Metropolitan Statistical Area
22109,"Terrebonne Parish, LA",26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area
22111,"Union Parish, LA",33740,"Monroe, LA",Metropolitan Statistical Area
22113,"Vermilion Parish, LA",29180,"Lafayette, LA",Metropolitan Statistical Area
22115,"Vernon Parish, LA",22860,"Fort Polk South, LA",Micropolitan Statistical Area
22117,"Washington Parish, LA",14220,"Bogalusa, LA",Micropolitan Statistical Area
22119,"Webster Parish, LA",33380,"Minden, LA",Micropolitan Statistical Area
22121,"West Baton Rouge Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
22125,"West Feliciana Parish, LA",12940,"Baton Rouge, LA",Metropolitan Statistical Area
23001,"Androscoggin County, ME",30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area
23005,"Cumberland County, ME",38860,"Portland-South Portland, ME",Metropolitan Statistical Area
23011,"Kennebec County, ME",12300,"Augusta-Waterville, ME",Micropolitan Statistical Area
23019,"Penobscot County, ME",12620,"Bangor, ME",Metropolitan Statistical Area
23023,"Sagadahoc County, ME",38860,"Portland-South Portland, ME",Metropolitan Statistical Area
23031,"York County, ME",38860,"Portland-South Portland, ME",Metropolitan Statistical Area
24001,"Allegany County, MD",19060,"Cumberland, MD-WV",Metropolitan Statistical Area
24003,"Anne Arundel County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24005,"Baltimore County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24009,"Calvert County, MD",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
24013,"Carroll County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24015,"Cecil County, MD",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
24017,"Charles County, MD",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
24019,"Dorchester County, MD",15700,"Cambridge, MD",Micropolitan Statistical Area
24021,"Frederick County, MD",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
24025,"Harford County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24027,"Howard County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24031,"Montgomery County, MD",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
24033,"Prince George's County, MD",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area
24035,"Queen Anne's County, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
24037,"St. Mary's County, MD",15680,"California-Lexington Park, MD",Metropolitan Statistical Area
24039,"Somerset County, MD",41540,"Salisbury, MD-DE",Metropolitan Statistical Area
24041,"Talbot County, MD",20660,"Easton, MD",Micropolitan Statistical Area
24043,"Washington County, MD",25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area
24045,"Wicomico County, MD",41540,"Salisbury, MD-DE",Metropolitan Statistical Area
24047,"Worcester County, MD",41540,"Salisbury, MD-DE",Metropolitan Statistical Area
24510,"Baltimore city, MD",12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
25001,"Barnstable County, MA",12700,"Barnstable Town, MA",Metropolitan Statistical Area
25003,"Berkshire County, MA",38340,"Pittsfield, MA",Metropolitan Statistical Area
25005,"Bristol County, MA",39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area
25007,"Dukes County, MA",47240,"Vineyard Haven, MA",Micropolitan Statistical Area
25009,"Essex County, MA",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
25011,"Franklin County, MA",44140,"Springfield, MA",Metropolitan Statistical Area
25013,"Hampden County, MA",44140,"Springfield, MA",Metropolitan Statistical Area
25015,"Hampshire County, MA",44140,"Springfield, MA",Metropolitan Statistical Area
25017,"Middlesex County, MA",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
25021,"Norfolk County, MA",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
25023,"Plymouth County, MA",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
25025,"Suffolk County, MA",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
25027,"Worcester County, MA",49340,"Worcester, MA-CT",Metropolitan Statistical Area
26005,"Allegan County, MI",26090,"Holland, MI",Micropolitan Statistical Area
26007,"Alpena County, MI",10980,"Alpena, MI",Micropolitan Statistical Area
26017,"Bay County, MI",13020,"Bay City, MI",Metropolitan Statistical Area
26019,"Benzie County, MI",45900,"Traverse City, MI",Micropolitan Statistical Area
26021,"Berrien County, MI",35660,"Niles, MI",Metropolitan Statistical Area
26023,"Branch County, MI",17740,"Coldwater, MI",Micropolitan Statistical Area
26025,"Calhoun County, MI",12980,"Battle Creek, MI",Metropolitan Statistical Area
26027,"Cass County, MI",43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area
26033,"Chippewa County, MI",42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area
26037,"Clinton County, MI",29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area
26041,"Delta County, MI",21540,"Escanaba, MI",Micropolitan Statistical Area
26043,"Dickinson County, MI",27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area
26045,"Eaton County, MI",29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area
26049,"Genesee County, MI",22420,"Flint, MI",Metropolitan Statistical Area
26055,"Grand Traverse County, MI",45900,"Traverse City, MI",Micropolitan Statistical Area
26057,"Gratiot County, MI",10940,"Alma, MI",Micropolitan Statistical Area
26059,"Hillsdale County, MI",25880,"Hillsdale, MI",Micropolitan Statistical Area
26061,"Houghton County, MI",26340,"Houghton, MI",Micropolitan Statistical Area
26065,"Ingham County, MI",29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area
26067,"Ionia County, MI",24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area
26073,"Isabella County, MI",34380,"Mount Pleasant, MI",Micropolitan Statistical Area
26075,"Jackson County, MI",27100,"Jackson, MI",Metropolitan Statistical Area
26077,"Kalamazoo County, MI",28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area
26079,"Kalkaska County, MI",45900,"Traverse City, MI",Micropolitan Statistical Area
26081,"Kent County, MI",24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area
26083,"Keweenaw County, MI",26340,"Houghton, MI",Micropolitan Statistical Area
26087,"Lapeer County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26089,"Leelanau County, MI",45900,"Traverse City, MI",Micropolitan Statistical Area
26091,"Lenawee County, MI",10300,"Adrian, MI",Micropolitan Statistical Area
26093,"Livingston County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26099,"Macomb County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26103,"Marquette County, MI",32100,"Marquette, MI",Micropolitan Statistical Area
26105,"Mason County, MI",31220,"Ludington, MI",Micropolitan Statistical Area
26107,"Mecosta County, MI",13660,"Big Rapids, MI",Micropolitan Statistical Area
26109,"Menominee County, MI",31940,"Marinette, WI-MI",Micropolitan Statistical Area
26111,"Midland County, MI",33220,"Midland, MI",Metropolitan Statistical Area
26113,"Missaukee County, MI",15620,"Cadillac, MI",Micropolitan Statistical Area
26115,"Monroe County, MI",33780,"Monroe, MI",Metropolitan Statistical Area
26117,"Montcalm County, MI",24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area
26121,"Muskegon County, MI",34740,"Muskegon, MI",Metropolitan Statistical Area
26125,"Oakland County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26139,"Ottawa County, MI",24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area
26145,"Saginaw County, MI",40980,"Saginaw, MI",Metropolitan Statistical Area
26147,"St. Clair County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26149,"St. Joseph County, MI",44780,"Sturgis, MI",Micropolitan Statistical Area
26155,"Shiawassee County, MI",29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area
26161,"Washtenaw County, MI",11460,"Ann Arbor, MI",Metropolitan Statistical Area
26163,"Wayne County, MI",19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area
26165,"Wexford County, MI",15620,"Cadillac, MI",Micropolitan Statistical Area
27003,"Anoka County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27007,"Beltrami County, MN",13420,"Bemidji, MN",Micropolitan Statistical Area
27009,"Benton County, MN",41060,"St. Cloud, MN",Metropolitan Statistical Area
27013,"Blue Earth County, MN",31860,"Mankato, MN",Metropolitan Statistical Area
27015,"Brown County, MN",35580,"New Ulm, MN",Micropolitan Statistical Area
27017,"Carlton County, MN",20260,"Duluth, MN-WI",Metropolitan Statistical Area
27019,"Carver County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27021,"Cass County, MN",14660,"Brainerd, MN",Micropolitan Statistical Area
27025,"Chisago County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27027,"Clay County, MN",22020,"Fargo, ND-MN",Metropolitan Statistical Area
27035,"Crow Wing County, MN",14660,"Brainerd, MN",Micropolitan Statistical Area
27037,"Dakota County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27039,"Dodge County, MN",40340,"Rochester, MN",Metropolitan Statistical Area
27041,"Douglas County, MN",10820,"Alexandria, MN",Micropolitan Statistical Area
27045,"Fillmore County, MN",40340,"Rochester, MN",Metropolitan Statistical Area
27047,"Freeborn County, MN",10660,"Albert Lea, MN",Micropolitan Statistical Area
27049,"Goodhue County, MN",39860,"Red Wing, MN",Micropolitan Statistical Area
27053,"Hennepin County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27055,"Houston County, MN",29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area
27059,"Isanti County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27061,"Itasca County, MN",24330,"Grand Rapids, MN",Micropolitan Statistical Area
27067,"Kandiyohi County, MN",48820,"Willmar, MN",Micropolitan Statistical Area
27075,"Lake County, MN",20260,"Duluth, MN-WI",Metropolitan Statistical Area
27079,"Le Sueur County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27083,"Lyon County, MN",32140,"Marshall, MN",Micropolitan Statistical Area
27085,"McLeod County, MN",26780,"Hutchinson, MN",Micropolitan Statistical Area
27091,"Martin County, MN",21860,"Fairmont, MN",Micropolitan Statistical Area
27095,"Mille Lacs County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27099,"Mower County, MN",12380,"Austin, MN",Micropolitan Statistical Area
27103,"Nicollet County, MN",31860,"Mankato, MN",Metropolitan Statistical Area
27105,"Nobles County, MN",49380,"Worthington, MN",Micropolitan Statistical Area
27109,"Olmsted County, MN",40340,"Rochester, MN",Metropolitan Statistical Area
27111,"Otter Tail County, MN",22260,"Fergus Falls, MN",Micropolitan Statistical Area
27119,"Polk County, MN",24220,"Grand Forks, ND-MN",Metropolitan Statistical Area
27123,"Ramsey County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27131,"Rice County, MN",22060,"Faribault-Northfield, MN",Micropolitan Statistical Area
27137,"St. Louis County, MN",20260,"Duluth, MN-WI",Metropolitan Statistical Area
27139,"Scott County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27141,"Sherburne County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27145,"Stearns County, MN",41060,"St. Cloud, MN",Metropolitan Statistical Area
27147,"Steele County, MN",36940,"Owatonna, MN",Micropolitan Statistical Area
27157,"Wabasha County, MN",40340,"Rochester, MN",Metropolitan Statistical Area
27163,"Washington County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
27167,"Wilkin County, MN",47420,"Wahpeton, ND-MN",Micropolitan Statistical Area
27169,"Winona County, MN",49100,"Winona, MN",Micropolitan Statistical Area
27171,"Wright County, MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area
28001,"Adams County, MS",35020,"Natchez, MS-LA",Micropolitan Statistical Area
28003,"Alcorn County, MS",18420,"Corinth, MS",Micropolitan Statistical Area
28011,"Bolivar County, MS",17380,"Cleveland, MS",Micropolitan Statistical Area
28015,"Carroll County, MS",24900,"Greenwood, MS",Micropolitan Statistical Area
28023,"Clarke County, MS",32940,"Meridian, MS",Micropolitan Statistical Area
28025,"Clay County, MS",48500,"West Point, MS",Micropolitan Statistical Area
28027,"Coahoma County, MS",17260,"Clarksdale, MS",Micropolitan Statistical Area
28029,"Copiah County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28031,"Covington County, MS",25620,"Hattiesburg, MS",Metropolitan Statistical Area
28033,"DeSoto County, MS",32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area
28035,"Forrest County, MS",25620,"Hattiesburg, MS",Metropolitan Statistical Area
28043,"Grenada County, MS",24980,"Grenada, MS",Micropolitan Statistical Area
28045,"Hancock County, MS",25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area
28047,"Harrison County, MS",25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area
28049,"Hinds County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28051,"Holmes County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28057,"Itawamba County, MS",46180,"Tupelo, MS",Micropolitan Statistical Area
28059,"Jackson County, MS",25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area
28061,"Jasper County, MS",29860,"Laurel, MS",Micropolitan Statistical Area
28067,"Jones County, MS",29860,"Laurel, MS",Micropolitan Statistical Area
28069,"Kemper County, MS",32940,"Meridian, MS",Micropolitan Statistical Area
28071,"Lafayette County, MS",37060,"Oxford, MS",Micropolitan Statistical Area
28073,"Lamar County, MS",25620,"Hattiesburg, MS",Metropolitan Statistical Area
28075,"Lauderdale County, MS",32940,"Meridian, MS",Micropolitan Statistical Area
28081,"Lee County, MS",46180,"Tupelo, MS",Micropolitan Statistical Area
28083,"Leflore County, MS",24900,"Greenwood, MS",Micropolitan Statistical Area
28085,"Lincoln County, MS",15020,"Brookhaven, MS",Micropolitan Statistical Area
28087,"Lowndes County, MS",18060,"Columbus, MS",Micropolitan Statistical Area
28089,"Madison County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28093,"Marshall County, MS",32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area
28105,"Oktibbeha County, MS",44260,"Starkville, MS",Micropolitan Statistical Area
28109,"Pearl River County, MS",38100,"Picayune, MS",Micropolitan Statistical Area
28111,"Perry County, MS",25620,"Hattiesburg, MS",Metropolitan Statistical Area
28113,"Pike County, MS",32620,"McComb, MS",Micropolitan Statistical Area
28115,"Pontotoc County, MS",46180,"Tupelo, MS",Micropolitan Statistical Area
28117,"Prentiss County, MS",46180,"Tupelo, MS",Micropolitan Statistical Area
28121,"Rankin County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28127,"Simpson County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
28131,"Stone County, MS",25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area
28133,"Sunflower County, MS",26940,"Indianola, MS",Micropolitan Statistical Area
28137,"Tate County, MS",32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area
28143,"Tunica County, MS",32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area
28149,"Warren County, MS",46980,"Vicksburg, MS",Micropolitan Statistical Area
28151,"Washington County, MS",24740,"Greenville, MS",Micropolitan Statistical Area
28155,"Webster County, MS",44260,"Starkville, MS",Micropolitan Statistical Area
28163,"Yazoo County, MS",27140,"Jackson, MS",Metropolitan Statistical Area
29001,"Adair County, MO",28860,"Kirksville, MO",Micropolitan Statistical Area
29003,"Andrew County, MO",41140,"St. Joseph, MO-KS",Metropolitan Statistical Area
29007,"Audrain County, MO",33020,"Mexico, MO",Micropolitan Statistical Area
29013,"Bates County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29017,"Bollinger County, MO",16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area
29019,"Boone County, MO",17860,"Columbia, MO",Metropolitan Statistical Area
29021,"Buchanan County, MO",41140,"St. Joseph, MO-KS",Metropolitan Statistical Area
29023,"Butler County, MO",38740,"Poplar Bluff, MO",Micropolitan Statistical Area
29025,"Caldwell County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29027,"Callaway County, MO",27620,"Jefferson City, MO",Metropolitan Statistical Area
29031,"Cape Girardeau County, MO",16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area
29037,"Cass County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29043,"Christian County, MO",44180,"Springfield, MO",Metropolitan Statistical Area
29045,"Clark County, MO",22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area
29047,"Clay County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29049,"Clinton County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29051,"Cole County, MO",27620,"Jefferson City, MO",Metropolitan Statistical Area
29053,"Cooper County, MO",17860,"Columbia, MO",Metropolitan Statistical Area
29059,"Dallas County, MO",44180,"Springfield, MO",Metropolitan Statistical Area
29063,"DeKalb County, MO",41140,"St. Joseph, MO-KS",Metropolitan Statistical Area
29069,"Dunklin County, MO",28380,"Kennett, MO",Micropolitan Statistical Area
29071,"Franklin County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29077,"Greene County, MO",44180,"Springfield, MO",Metropolitan Statistical Area
29089,"Howard County, MO",17860,"Columbia, MO",Metropolitan Statistical Area
29091,"Howell County, MO",48460,"West Plains, MO",Micropolitan Statistical Area
29095,"Jackson County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29097,"Jasper County, MO",27900,"Joplin, MO",Metropolitan Statistical Area
29099,"Jefferson County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29101,"Johnson County, MO",47660,"Warrensburg, MO",Micropolitan Statistical Area
29105,"Laclede County, MO",30060,"Lebanon, MO",Micropolitan Statistical Area
29107,"Lafayette County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29111,"Lewis County, MO",39500,"Quincy, IL-MO",Micropolitan Statistical Area
29113,"Lincoln County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29127,"Marion County, MO",25300,"Hannibal, MO",Micropolitan Statistical Area
29135,"Moniteau County, MO",27620,"Jefferson City, MO",Metropolitan Statistical Area
29145,"Newton County, MO",27900,"Joplin, MO",Metropolitan Statistical Area
29147,"Nodaway County, MO",32340,"Maryville, MO",Micropolitan Statistical Area
29151,"Osage County, MO",27620,"Jefferson City, MO",Metropolitan Statistical Area
29159,"Pettis County, MO",42740,"Sedalia, MO",Micropolitan Statistical Area
29161,"Phelps County, MO",40620,"Rolla, MO",Micropolitan Statistical Area
29165,"Platte County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29167,"Polk County, MO",44180,"Springfield, MO",Metropolitan Statistical Area
29169,"Pulaski County, MO",22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area
29173,"Ralls County, MO",25300,"Hannibal, MO",Micropolitan Statistical Area
29175,"Randolph County, MO",33620,"Moberly, MO",Micropolitan Statistical Area
29177,"Ray County, MO",28140,"Kansas City, MO-KS",Metropolitan Statistical Area
29181,"Ripley County, MO",38740,"Poplar Bluff, MO",Micropolitan Statistical Area
29183,"St. Charles County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29187,"St. Francois County, MO",22100,"Farmington, MO",Micropolitan Statistical Area
29189,"St. Louis County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29195,"Saline County, MO",32180,"Marshall, MO",Micropolitan Statistical Area
29197,"Schuyler County, MO",28860,"Kirksville, MO",Micropolitan Statistical Area
29201,"Scott County, MO",43460,"Sikeston, MO",Micropolitan Statistical Area
29213,"Taney County, MO",14700,"Branson, MO",Micropolitan Statistical Area
29219,"Warren County, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
29225,"Webster County, MO",44180,"Springfield, MO",Metropolitan Statistical Area
29510,"St. Louis city, MO",41180,"St. Louis, MO-IL",Metropolitan Statistical Area
30009,"Carbon County, MT",13740,"Billings, MT",Metropolitan Statistical Area
30013,"Cascade County, MT",24500,"Great Falls, MT",Metropolitan Statistical Area
30029,"Flathead County, MT",28060,"Kalispell, MT",Micropolitan Statistical Area
30031,"Gallatin County, MT",14580,"Bozeman, MT",Micropolitan Statistical Area
30043,"Jefferson County, MT",25740,"Helena, MT",Micropolitan Statistical Area
30049,"Lewis and Clark County, MT",25740,"Helena, MT",Micropolitan Statistical Area
30063,"Missoula County, MT",33540,"Missoula, MT",Metropolitan Statistical Area
30093,"Silver Bow County, MT",15580,"Butte-Silver Bow, MT",Micropolitan Statistical Area
30095,"Stillwater County, MT",13740,"Billings, MT",Metropolitan Statistical Area
30111,"Yellowstone County, MT",13740,"Billings, MT",Metropolitan Statistical Area
31001,"Adams County, NE",25580,"Hastings, NE",Micropolitan Statistical Area
31007,"Banner County, NE",42420,"Scottsbluff, NE",Micropolitan Statistical Area
31019,"Buffalo County, NE",28260,"Kearney, NE",Micropolitan Statistical Area
31025,"Cass County, NE",36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
31043,"Dakota County, NE",43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area
31047,"Dawson County, NE",30420,"Lexington, NE",Micropolitan Statistical Area
31051,"Dixon County, NE",43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area
31053,"Dodge County, NE",23340,"Fremont, NE",Micropolitan Statistical Area
31055,"Douglas County, NE",36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
31067,"Gage County, NE",13100,"Beatrice, NE",Micropolitan Statistical Area
31073,"Gosper County, NE",30420,"Lexington, NE",Micropolitan Statistical Area
31079,"Hall County, NE",24260,"Grand Island, NE",Metropolitan Statistical Area
31093,"Howard County, NE",24260,"Grand Island, NE",Metropolitan Statistical Area
31099,"Kearney County, NE",28260,"Kearney, NE",Micropolitan Statistical Area
31109,"Lancaster County, NE",30700,"Lincoln, NE",Metropolitan Statistical Area
31111,"Lincoln County, NE",35820,"North Platte, NE",Micropolitan Statistical Area
31113,"Logan County, NE",35820,"North Platte, NE",Micropolitan Statistical Area
31117,"McPherson County, NE",35820,"North Platte, NE",Micropolitan Statistical Area
31119,"Madison County, NE",35740,"Norfolk, NE",Micropolitan Statistical Area
31121,"Merrick County, NE",24260,"Grand Island, NE",Metropolitan Statistical Area
31139,"Pierce County, NE",35740,"Norfolk, NE",Micropolitan Statistical Area
31141,"Platte County, NE",18100,"Columbus, NE",Micropolitan Statistical Area
31153,"Sarpy County, NE",36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
31155,"Saunders County, NE",36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
31157,"Scotts Bluff County, NE",42420,"Scottsbluff, NE",Micropolitan Statistical Area
31159,"Seward County, NE",30700,"Lincoln, NE",Metropolitan Statistical Area
31165,"Sioux County, NE",42420,"Scottsbluff, NE",Micropolitan Statistical Area
31167,"Stanton County, NE",35740,"Norfolk, NE",Micropolitan Statistical Area
31177,"Washington County, NE",36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area
32001,"Churchill County, NV",21980,"Fallon, NV",Micropolitan Statistical Area
32003,"Clark County, NV",29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area
32005,"Douglas County, NV",23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area
32007,"Elko County, NV",21220,"Elko, NV",Micropolitan Statistical Area
32011,"Eureka County, NV",21220,"Elko, NV",Micropolitan Statistical Area
32013,"Humboldt County, NV",49080,"Winnemucca, NV",Micropolitan Statistical Area
32019,"Lyon County, NV",22280,"Fernley, NV",Micropolitan Statistical Area
32023,"Nye County, NV",37220,"Pahrump, NV",Micropolitan Statistical Area
32029,"Storey County, NV",39900,"Reno, NV",Metropolitan Statistical Area
32031,"Washoe County, NV",39900,"Reno, NV",Metropolitan Statistical Area
32510,"Carson City, NV",16180,"Carson City, NV",Metropolitan Statistical Area
33001,"Belknap County, NH",29060,"Laconia, NH",Micropolitan Statistical Area
33005,"Cheshire County, NH",28300,"Keene, NH",Micropolitan Statistical Area
33007,"Coos County, NH",13620,"Berlin, NH",Micropolitan Statistical Area
